NUMERO;NPER;SECC;SEGM;NOMBARRIO;Estrato;Sexo;Edad;E45_1;E45_2;E45_3;Fuma?;E190_1;E190_1_1;E190_2;E190_2_1;E190_3;E190_3_1;E191;E192;E197_1;E212_1;E215_1;E60 (Celular);F66 (Trabajo);F73;F74;F85 (Horas);G126_1 (Sueldo);G_ITND_1;G142;G_IT_1 (jubil);G_IT_2 (pensionistas);POBPCOAC (cond act eco);PT1 (TOTAL DE INGRESOS PERSONALES)
2018019017;3;18;116;Pocitos;5;1;26;2;1;2;2;0;0;0;0;0;0;1;0;1;0;0;1;2;1;0;44;17000;2;0;2;2;2;25958
2018006686;2;18;116;Pocitos;5;2;28;2;1;2;4;0;0;0;0;0;0;0;0;1;0;0;1;1;2;1;32;56000;2;0;2;2;2;86042
2018054764;1;18;116;Pocitos;5;2;28;2;2;1;4;0;0;0;0;0;0;0;3;1;0;0;1;1;6;0;40;12863;1;30000;2;2;2;61859
2018041958;1;18;116;Pocitos;5;2;29;2;1;2;4;0;0;0;0;0;0;0;5;1;0;0;1;1;6;0;40;0;1;40000;2;2;2;42487
2018053521;1;18;116;Pocitos;5;2;29;2;1;2;1;1;1;1;2;2;0;2;1;1;0;0;1;2;2;3;35;0;2;0;2;2;2;39259
2018024035;2;18;116;Pocitos;5;2;30;2;1;2;4;0;0;0;0;0;0;0;0;1;0;0;1;2;0;0;0;0;2;0;2;2;6;0
2018009075;2;18;116;Pocitos;5;1;31;2;1;2;4;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0;8;6000;0;0;0;0;2;10537
2018024035;1;18;116;Pocitos;5;1;31;2;1;2;3;0;0;0;0;0;0;0;5;1;0;0;1;1;1;0;40;80000;2;0;2;2;2;92238
2018054764;2;18;116;Pocitos;5;1;31;2;2;1;3;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0;50;32000;2;0;2;2;2;42042
2018050068;1;18;116;Pocitos;5;2;32;2;1;2;4;0;0;0;0;0;0;0;3;1;0;0;1;1;6;0;40;0;1;25000;0;0;2;27037
2018002677;2;18;116;Pocitos;5;2;33;2;1;2;4;0;0;0;0;0;0;0;0;1;0;0;1;2;1;0;35;8700;2;0;2;2;2;10724
2018006686;1;18;116;Pocitos;5;1;33;2;1;2;4;0;0;0;0;0;0;0;5;1;0;0;1;1;6;0;60;0;1;80000;2;2;2;90375
2018035714;1;18;116;Pocitos;5;2;33;2;1;2;4;0;0;0;0;0;0;0;5;1;0;0;1;1;1;0;40;90000;1;30000;2;2;2;167046
2018042310;2;18;116;Pocitos;5;2;33;2;1;2;4;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0;40;30000;2;0;2;2;2;32071
2018047569;1;18;116;Pocitos;5;1;34;2;1;2;1;1;1;2;0;2;0;3;5;1;0;0;1;2;6;0;40;0;1;250000;2;2;2;302042
2018002677;1;18;116;Pocitos;5;1;37;2;1;2;1;1;1;2;0;2;0;1;5;1;0;0;1;1;1;0;35;26500;2;0;2;2;2;29524
2018035714;2;18;116;Pocitos;5;1;37;2;1;2;4;0;0;0;0;0;0;0;0;1;0;0;1;1;6;0;60;10000;1;120000;2;2;2;197625
2018003479;1;18;116;Pocitos;5;1;38;2;2;1;1;1;2;2;0;2;0;2;5;1;0;0;1;1;6;0;40;0;1;150000;2;2;2;152070
2018023099;1;18;116;Pocitos;5;2;39;2;1;2;3;0;0;0;0;0;0;0;5;1;0;0;1;1;1;0;40;65000;2;0;2;2;2;92430
2018050613;1;18;116;Pocitos;5;2;40;2;1;2;3;0;0;0;0;0;0;0;5;1;0;0;1;1;6;0;3;0;1;2400;2;2;2;2400
2018022623;1;18;116;Pocitos;5;1;41;2;1;2;3;0;0;0;0;0;0;0;5;1;1;0;1;1;1;0;30;25000;2;0;2;2;2;48070
2018050613;2;18;116;Pocitos;5;1;41;2;1;2;4;0;0;0;0;0;0;0;0;1;0;0;1;1;6;0;45;0;1;50000;2;2;2;54738
2018041317;1;18;116;Pocitos;5;2;43;2;1;2;3;0;0;0;0;0;0;0;4;1;0;0;1;1;6;0;50;0;1;45000;2;2;2;47857
2018006547;1;18;116;Pocitos;5;2;44;2;2;1;3;0;0;0;0;0;0;0;3;1;0;0;1;2;0;0;0;0;2;0;2;2;6;0
2018023105;2;18;116;Pocitos;5;2;44;2;1;2;3;0;0;0;0;0;0;0;0;1;0;0;1;1;6;0;30;0;1;45000;2;2;2;47070
2018002850;2;18;116;Pocitos;5;1;45;2;2;2;3;0;0;0;0;0;0;0;0;1;0;0;1;1;6;0;30;0;1;10000;2;2;2;10000
2018042884;2;18;116;Pocitos;5;2;46;2;2;1;4;0;0;0;0;0;0;0;0;1;0;0;1;1;6;0;40;0;1;25000;2;2;2;27037
2018023105;1;18;116;Pocitos;5;1;47;2;1;2;4;0;0;0;0;0;0;0;5;1;0;0;1;1;1;0;39;60000;2;0;2;2;2;63237
2018006547;2;18;116;Pocitos;5;1;48;2;1;2;1;1;2;2;0;2;0;3;0;1;0;0;1;1;1;0;40;31000;2;0;2;2;2;47042
2018042884;1;18;116;Pocitos;5;1;50;2;1;2;4;0;0;0;0;0;0;0;5;1;0;0;1;1;4;0;50;0;1;70000;2;2;2;72962
2018038604;1;18;116;Pocitos;5;2;53;2;1;2;3;0;0;0;0;0;0;0;5;1;0;0;1;1;2;1;30;40000;1;6000;2;2;2;48071
2018038230;2;18;116;Pocitos;5;2;54;2;1;2;1;1;1;2;0;2;0;1;0;1;0;2;1;1;1;0;44;20000;2;0;2;2;2;25958
2018038604;2;18;116;Pocitos;5;1;55;2;1;2;3;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0;45;50000;2;0;2;2;2;52071
2018038230;1;18;116;Pocitos;5;1;56;2;2;1;3;0;0;0;0;0;0;0;1;1;0;0;1;1;4;0;50;0;1;90000;2;2;2;91958
2018042310;1;18;116;Pocitos;5;2;56;2;2;2;4;0;0;0;0;0;0;0;4;1;1;0;1;1;2;1;48;30000;2;0;2;2;2;37071
2018003940;1;18;116;Pocitos;5;1;57;2;1;2;1;1;1;2;0;2;0;1;1;1;0;0;1;1;1;0;40;35000;2;0;2;2;2;37070
2018041354;2;18;116;Pocitos;5;2;60;2;1;2;4;0;0;0;0;0;0;0;0;1;0;0;2;1;2;1;30;30000;2;0;2;2;2;32071
2018024333;1;18;116;Pocitos;5;2;61;2;1;2;1;1;1;2;0;2;0;1;1;1;1;0;1;2;0;0;0;0;2;0;2;1;9;8900
2018019017;1;18;116;Pocitos;5;1;62;2;1;2;1;1;2;2;0;2;0;1;5;1;0;0;1;2;1;0;12;0;2;0;1;2;2;12000
2018005584;1;18;116;Pocitos;5;2;63;2;1;2;3;0;0;0;0;0;0;0;5;1;1;0;1;1;6;0;30;0;1;20000;2;2;2;22037
2018019017;2;18;116;Pocitos;5;2;63;2;1;2;3;0;0;0;0;0;0;0;0;1;1;0;1;2;0;0;0;0;2;0;1;2;10;24000
2018041354;1;18;116;Pocitos;5;1;63;2;1;2;4;0;0;0;0;0;0;0;5;1;0;0;1;2;0;0;0;0;2;0;1;2;10;120000
2018031579;1;18;116;Pocitos;5;2;65;2;1;2;4;0;0;0;0;0;0;0;5;1;0;0;1;1;4;0;12;0;1;20000;2;2;2;29524
2018026162;2;18;116;Pocitos;5;2;66;2;1;1;4;0;0;0;0;0;0;0;0;1;0;1;1;2;0;0;0;0;2;0;1;1;10;46000
2018044564;1;18;116;Pocitos;5;2;69;2;1;2;3;0;0;0;0;0;0;0;5;1;0;0;1;2;0;0;0;0;2;0;1;2;10;23000
2018009075;1;18;116;Pocitos;5;2;70;2;1;2;1;1;1;2;0;2;0;1;1;1;0;1;1;2;2;4;24;30000;0;0;0;0;2;83537
2018026162;1;18;116;Pocitos;5;1;71;2;1;1;4;0;0;0;0;0;0;0;5;1;0;0;1;1;1;0;20;14000;2;0;1;2;2;33392
2018002850;1;18;116;Pocitos;5;2;75;2;1;2;4;0;0;0;0;0;0;0;4;1;0;1;1;2;0;0;0;0;2;0;1;1;10;27000
2018031579;2;18;116;Pocitos;5;1;76;2;1;2;3;0;0;0;0;0;0;0;0;1;0;0;2;1;1;0;6;10000;2;0;1;2;2;69024
2018053234;1;18;116;Pocitos;5;1;77;2;1;2;4;0;0;0;0;0;0;0;5;1;1;0;1;2;0;0;0;0;2;0;1;1;10;16700
2018012538;1;18;116;Pocitos;5;1;78;2;1;2;3;0;0;0;0;0;0;0;5;2;0;0;1;1;1;0;44;25000;2;0;1;2;2;62958
2018032014;1;18;116;Pocitos;5;2;78;2;1;2;3;0;0;0;0;0;0;0;5;1;0;0;1;2;0;0;0;0;2;0;2;1;9;40000
2018052944;3;18;117;Pocitos;5;1;10;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0
2018014864;3;18;117;Pocitos;5;2;12;2;1;2;4;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0
2018018696;3;18;117;Pocitos;5;1;20;2;1;2;4;0;0;0;0;0;0;0;0;1;0;0;1;2;0;0;0;0;2;0;2;2;7;0
2018030115;2;18;117;Pocitos;5;1;20;2;1;2;4;0;0;0;0;0;0;0;0;1;0;0;1;2;0;0;0;0;2;0;2;1;9;60000
2018038590;5;18;117;Pocitos;5;1;20;2;1;2;4;0;0;0;0;0;0;0;0;1;0;0;1;2;0;0;0;0;2;0;2;2;7;0
2018057670;6;18;117;Pocitos;5;1;20;2;1;2;1;1;1;1;2;2;0;1;0;1;0;0;1;2;0;0;0;0;2;0;2;2;7;0
2018018696;2;18;117;Pocitos;5;1;22;2;1;2;1;1;1;2;0;2;0;2;0;1;0;0;1;1;1;0;30;11300;2;0;2;2;2;15337
2018025398;4;18;117;Pocitos;5;2;22;2;1;2;4;0;0;0;0;0;0;0;0;1;0;0;1;2;0;0;0;0;2;0;2;2;7;0
2018027590;3;18;117;Pocitos;5;1;22;2;1;2;2;0;0;0;0;0;0;1;0;1;1;0;1;1;1;0;45;20000;2;0;2;2;2;22071
2018038590;4;18;117;Pocitos;5;1;22;2;1;2;4;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0;30;24000;2;0;2;2;2;26070
2018057670;5;18;117;Pocitos;5;2;22;2;1;2;4;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0;8;9000;2;0;2;2;2;11070
2018051172;3;18;117;Pocitos;5;2;23;2;1;2;4;0;0;0;0;0;0;0;0;1;0;0;1;2;0;0;0;0;2;0;2;2;4;0
2018057670;4;18;117;Pocitos;5;2;24;2;1;2;4;0;0;0;0;0;0;0;0;1;0;0;1;2;0;0;0;0;2;0;2;2;4;0
2018006644;5;18;117;Pocitos;5;2;25;2;1;2;4;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0;40;0;2;0;2;2;2;2037
2018017393;2;18;117;Pocitos;5;2;25;2;1;2;1;1;1;2;0;2;0;1;0;1;0;0;1;1;1;0;40;35000;2;0;2;2;2;56958
2018025398;5;18;117;Pocitos;5;1;25;2;1;2;4;0;0;0;0;0;0;0;0;1;0;0;1;2;0;0;0;0;2;0;2;2;7;0
2018052944;6;18;117;Pocitos;5;2;25;2;1;2;2;0;0;0;0;0;0;2;0;1;0;0;1;1;1;0;40;16000;2;0;2;2;2;28922
2018018696;1;18;117;Pocitos;5;1;26;2;1;2;4;0;0;0;0;0;0;0;1;1;0;0;1;1;1;0;40;40000;2;0;2;2;2;45097
2018038590;3;18;117;Pocitos;5;2;26;2;1;2;4;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0;40;50000;2;0;2;2;2;64070
2018056076;2;18;117;Pocitos;5;1;27;2;1;2;4;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0;30;24000;2;0;2;2;2;36013
2018006369;1;18;117;Pocitos;5;2;28;2;1;2;4;0;0;0;0;0;0;0;5;1;0;2;1;1;6;0;40;0;1;40000;2;2;2;44571
2018027590;1;18;117;Pocitos;5;2;28;2;1;2;1;1;1;2;0;2;0;1;1;1;0;0;1;2;0;0;0;0;2;0;2;2;4;0
2018006644;3;18;117;Pocitos;5;1;29;2;1;2;4;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0;45;25000;2;0;2;2;2;27037
2018006644;4;18;117;Pocitos;5;2;29;2;1;2;4;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0;20;28000;2;0;2;2;2;32417
2018027590;2;18;117;Pocitos;5;1;29;2;1;2;1;1;1;2;0;2;0;1;0;1;0;0;1;1;1;0;45;5000;2;0;2;2;2;7071
2018025398;3;18;117;Pocitos;5;2;30;2;1;2;4;0;0;0;0;0;0;0;0;1;0;0;1;1;6;0;35;0;1;30000;2;2;2;38287
2018009263;1;18;117;Pocitos;5;1;31;2;2;1;3;0;0;0;0;0;0;0;3;1;0;0;1;1;1;0;54;50000;2;0;2;2;2;123225
2018011809;1;18;117;Pocitos;5;1;32;2;2;1;4;0;0;0;0;0;0;0;5;1;0;0;1;1;6;0;40;0;1;85000;2;2;2;87375
2018011809;2;18;117;Pocitos;5;2;32;2;2;1;4;0;0;0;0;0;0;0;0;1;0;0;1;2;0;0;0;0;2;0;2;2;6;0
2018057129;1;18;117;Pocitos;5;2;32;2;1;2;4;0;0;0;0;0;0;0;5;1;0;0;1;1;6;0;40;0;1;50000;2;2;2;72875
2018006369;2;18;117;Pocitos;5;1;35;1;2;2;1;1;1;2;0;2;0;1;0;1;0;0;1;1;6;0;50;0;1;40000;2;2;2;42071
2018020454;2;18;117;Pocitos;5;2;35;2;1;2;4;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0;35;50000;1;32000;2;2;2;93346
2018057129;2;18;117;Pocitos;5;1;35;2;2;1;4;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0;40;90000;2;0;2;2;2;138709
2018020454;1;18;117;Pocitos;5;1;37;2;1;2;2;0;0;0;0;0;0;1;5;1;0;0;1;1;6;0;44;0;1;50000;2;2;2;57013
2018052987;2;18;117;Pocitos;5;1;38;2;1;2;3;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0;40;65000;2;0;2;2;2;69570
2018055256;1;18;117;Pocitos;5;1;39;2;1;2;3;0;0;0;0;0;0;0;5;1;0;0;1;1;1;0;8;50000;2;0;2;2;2;152042
2018055256;2;18;117;Pocitos;5;2;39;2;1;2;1;2;0;1;1;2;0;3;0;1;0;0;1;1;1;0;40;45000;2;0;2;2;2;52042
2018057695;1;18;117;Pocitos;5;1;39;2;1;2;3;0;0;0;0;0;0;0;5;1;0;0;1;1;1;0;40;55000;2;0;2;2;2;81958
2018014864;1;18;117;Pocitos;5;2;40;2;1;2;4;0;0;0;0;0;0;0;5;1;1;0;1;2;0;0;0;0;2;0;2;2;7;9000
2018052944;2;18;117;Pocitos;5;2;41;2;1;2;4;0;0;0;0;0;0;0;0;1;0;0;1;1;6;0;45;10000;1;12000;2;2;2;57454
2018057695;2;18;117;Pocitos;5;2;41;2;2;1;3;0;0;0;0;0;0;0;0;1;0;0;1;2;0;0;0;0;2;0;2;2;6;0
2018014864;2;18;117;Pocitos;5;1;42;2;1;2;3;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0;40;75000;2;0;2;2;2;117060
2018052944;1;18;117;Pocitos;5;1;44;2;1;2;4;0;0;0;0;0;0;0;5;1;0;0;1;1;2;3;32;81000;2;0;2;2;2;83037
2018039826;1;18;117;Pocitos;5;2;46;2;1;2;4;0;0;0;0;0;0;0;5;1;0;0;1;1;2;1;18;27000;2;0;2;1;2;119428
2018057867;3;18;117;Pocitos;5;1;46;2;1;2;4;0;0;0;0;0;0;0;0;2;0;0;2;2;0;0;0;0;2;0;2;1;9;9000
2018052987;1;18;117;Pocitos;5;2;47;2;1;2;1;1;1;2;0;2;0;1;1;1;0;0;1;1;1;0;40;65000;2;0;2;2;2;68737
2018025398;2;18;117;Pocitos;5;1;48;2;1;2;4;0;0;0;0;0;0;0;0;1;0;0;1;2;0;0;0;0;2;0;2;2;6;0
2018026806;1;18;117;Pocitos;5;2;50;2;1;2;4;0;0;0;0;0;0;0;5;1;1;2;1;2;1;0;40;29600;1;2500;2;2;2;34158
2018037815;1;18;117;Pocitos;5;2;50;2;1;2;4;0;0;0;0;0;0;0;5;1;0;0;1;1;1;0;40;40000;2;0;2;2;2;44058
2018057670;2;18;117;Pocitos;5;2;52;2;1;2;1;1;1;2;0;2;0;1;0;1;1;0;1;2;0;0;0;0;2;0;2;2;6;0
2018044025;1;18;117;Pocitos;5;1;53;2;1;2;4;0;0;0;0;0;0;0;5;1;0;0;1;1;2;1;40;57633;2;0;2;2;2;59654
2018044025;2;18;117;Pocitos;5;2;53;2;1;2;3;0;0;0;0;0;0;0;0;1;0;0;1;2;0;0;0;0;2;0;2;2;6;0
2018007423;1;18;117;Pocitos;5;2;54;2;2;2;1;1;1;1;2;2;0;1;1;1;0;0;1;1;6;0;3;0;1;5000;2;1;2;35000
2018007890;1;18;117;Pocitos;5;1;55;2;1;2;4;0;0;0;0;0;0;0;5;1;0;0;2;1;6;0;70;0;1;35000;2;2;2;37071
2018017393;1;18;117;Pocitos;5;2;55;2;2;1;1;1;1;2;0;2;0;1;1;1;0;0;1;2;6;0;48;0;1;60000;2;2;2;62375
2018026354;1;18;117;Pocitos;5;1;55;2;1;2;1;1;1;2;0;2;0;1;5;1;0;0;1;1;6;0;50;20000;1;50000;2;2;2;81458
2018006644;2;18;117;Pocitos;5;2;57;2;1;2;4;0;0;0;0;0;0;0;0;1;0;0;1;1;6;0;40;0;1;70000;2;2;2;85120
2018049701;1;18;117;Pocitos;5;2;57;2;1;2;1;1;1;2;0;2;0;1;5;1;2;0;1;1;4;0;30;0;1;90000;2;2;2;92021
2018057670;1;18;117;Pocitos;5;1;57;2;1;2;3;0;0;0;0;0;0;0;2;1;0;0;1;1;6;0;40;0;1;100000;2;2;2;102070
2018006644;1;18;117;Pocitos;5;1;58;2;1;2;4;0;0;0;0;0;0;0;5;1;0;0;1;1;6;0;50;32000;1;80000;2;2;2;138840
2018018678;1;18;117;Pocitos;5;2;58;2;2;1;4;0;0;0;0;0;0;0;5;1;0;0;1;1;6;0;5;0;1;5000;2;2;2;7021
2018028283;1;18;117;Pocitos;5;1;58;2;2;1;3;0;0;0;0;0;0;0;5;1;0;0;1;1;1;0;44;75000;2;0;2;2;2;112042
2018038590;2;18;117;Pocitos;5;2;58;2;1;2;4;0;0;0;0;0;0;0;0;1;0;0;1;1;6;0;15;0;2;0;2;2;2;0
2018021910;2;18;117;Pocitos;5;1;59;2;1;2;4;0;0;0;0;0;0;0;0;1;0;0;1;2;0;0;0;0;2;0;2;2;8;0
2018025398;1;18;117;Pocitos;5;2;59;2;1;2;1;1;1;2;0;2;0;1;5;1;0;0;1;1;6;0;20;0;1;50000;2;2;2;52037
2018030115;1;18;117;Pocitos;5;2;61;2;1;2;4;0;0;0;0;0;0;0;5;1;0;0;1;1;2;3;40;111000;2;0;2;2;2;120153
2018032583;1;18;117;Pocitos;5;2;61;2;1;2;4;0;0;0;0;0;0;0;5;1;0;0;1;1;2;2;35;60000;2;0;2;2;2;62013
2018056076;1;18;117;Pocitos;5;2;61;2;1;2;3;0;0;0;0;0;0;0;5;1;1;0;1;1;1;0;40;60000;2;0;2;2;2;62013
2018038590;1;18;117;Pocitos;5;1;62;2;1;2;4;0;0;0;0;0;0;0;5;1;0;0;1;1;4;0;45;0;1;100000;2;2;2;100000
2018051172;2;18;117;Pocitos;5;2;64;2;2;1;4;0;0;0;0;0;0;0;0;1;0;0;1;1;6;0;50;0;1;80000;1;2;2;108021
2018032549;1;18;117;Pocitos;5;1;67;2;1;2;3;0;0;0;0;0;0;0;5;1;0;0;1;2;0;0;0;0;2;0;1;2;10;103293
2018032549;2;18;117;Pocitos;5;2;68;2;2;1;3;0;0;0;0;0;0;0;0;1;0;0;1;2;0;0;0;0;2;0;1;2;10;31000
2018018866;1;18;117;Pocitos;5;1;69;2;2;1;3;0;0;0;0;0;0;0;5;1;0;0;1;1;4;0;40;0;1;90000;2;2;2;217071
2018018866;2;18;117;Pocitos;5;2;70;2;2;1;4;0;0;0;0;0;0;0;0;1;0;0;1;2;0;0;0;0;2;0;1;2;10;48000
2018006146;1;18;117;Pocitos;5;1;71;2;1;2;3;0;0;0;0;0;0;0;5;1;0;0;1;2;0;0;0;0;2;0;1;2;10;65116
2018046271;2;18;117;Pocitos;5;2;72;2;1;2;4;0;0;0;0;0;0;0;0;1;0;0;1;2;0;0;0;0;2;0;1;2;10;82000
2018030695;1;18;117;Pocitos;5;1;73;2;1;2;3;0;0;0;0;0;0;0;5;1;0;0;1;2;0;0;0;0;2;0;1;2;10;95000
2018057867;2;18;117;Pocitos;5;2;73;2;1;2;4;0;0;0;0;0;0;0;0;1;0;1;1;2;0;0;0;0;2;0;1;2;10;16000
2018046271;1;18;117;Pocitos;5;1;74;2;1;2;3;0;0;0;0;0;0;0;5;1;0;0;1;1;6;0;15;0;1;50000;1;2;2;164167
2018056455;1;18;117;Pocitos;5;2;74;2;1;2;4;0;0;0;0;0;0;0;5;1;0;0;1;2;0;0;0;0;2;0;1;2;10;56000
2018039826;2;18;117;Pocitos;5;2;77;2;1;2;1;1;2;2;0;2;0;1;0;1;0;0;1;2;0;0;0;0;2;0;2;1;9;2522
2018051172;1;18;117;Pocitos;5;1;77;2;1;2;3;0;0;0;0;0;0;0;5;1;0;0;1;2;0;0;0;0;2;0;1;2;10;13000
2018057867;1;18;117;Pocitos;5;1;78;2;1;2;4;0;0;0;0;0;0;0;5;1;0;0;1;2;0;0;0;0;2;0;1;2;10;82750
2018049701;2;18;117;Pocitos;5;1;86;2;1;2;4;0;0;0;0;0;0;0;0;1;0;0;2;2;0;0;0;0;2;0;1;1;10;25800
2018007890;2;18;117;Pocitos;5;1;87;2;1;2;4;0;0;0;0;0;0;0;0;1;0;0;2;2;0;0;0;0;2;0;1;2;10;60000
2018057670;3;18;117;Pocitos;5;1;87;2;1;2;3;0;0;0;0;0;0;0;0;1;0;0;1;2;0;0;0;0;2;0;1;2;10;55000
2018032583;2;18;117;Pocitos;5;2;90;2;1;2;4;0;0;0;0;0;0;0;0;1;0;1;1;2;0;0;0;0;2;0;1;2;10;50000
2018021910;1;18;117;Pocitos;5;2;94;2;1;2;3;0;0;0;0;0;0;0;4;1;0;1;1;2;0;0;0;0;2;0;2;1;9;90081
2018040520;2;18;118;Pocitos;4;2;11;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0
2018022925;1;18;118;Pocitos;4;2;40;2;1;2;4;0;0;0;0;0;0;0;3;1;0;0;1;1;1;0;47;52000;2;0;2;2;2;73742
2018040520;1;18;118;Pocitos;4;2;40;2;1;2;3;0;0;0;0;0;0;0;5;1;1;0;1;1;6;0;10;0;1;5000;2;2;2;7042
2018007606;1;18;118;Pocitos;4;2;60;2;1;2;3;0;0;0;0;0;0;0;2;1;0;1;1;1;2;3;26;32000;2;0;2;2;2;50042
2018057517;2;18;118;Pocitos;4;2;75;2;1;2;4;0;0;0;0;0;0;0;0;1;1;0;1;2;0;0;0;0;2;0;2;2;6;0
2018057517;1;18;118;Pocitos;4;1;80;1;2;2;1;1;1;2;0;2;0;2;2;1;0;0;1;2;0;0;0;0;2;0;1;2;10;122500
2018006325;1;18;118;Pocitos;4;2;85;2;1;2;4;0;0;0;0;0;0;0;5;1;1;0;1;2;0;0;0;0;2;0;1;1;10;50000
2018027953;4;18;119;Pocitos;5;2;13;2;1;2;4;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0
2018027953;3;18;119;Pocitos;5;2;14;2;1;2;4;0;0;0;0;0;0;0;0;1;0;0;1;2;0;0;0;0;2;0;2;2;7;0
2018040668;2;18;119;Pocitos;5;2;14;2;1;2;4;0;0;0;0;0;0;0;0;1;0;0;1;2;0;0;0;0;2;0;2;2;7;0
2018047406;3;18;119;Pocitos;5;2;14;2;2;1;4;0;0;0;0;0;0;0;0;1;0;0;1;2;0;0;0;0;2;0;2;2;7;0
2018034160;3;18;119;Pocitos;5;1;18;2;1;2;4;0;0;0;0;0;0;0;0;1;0;0;1;2;1;0;30;12000;2;0;2;2;2;14238
2018034160;2;18;119;Pocitos;5;1;20;2;1;2;4;0;0;0;0;0;0;0;0;1;0;0;1;2;0;0;0;0;2;0;2;2;7;0
2018039724;3;18;119;Pocitos;5;1;20;2;1;2;1;1;1;2;0;2;0;1;0;1;0;0;1;2;0;0;0;0;2;0;2;2;7;0
2018037334;2;18;119;Pocitos;5;2;25;2;2;1;1;1;2;2;0;2;0;2;0;1;0;0;1;1;6;0;40;0;1;32140;2;2;2;34210
2018043395;3;18;119;Pocitos;5;2;26;2;1;2;4;0;0;0;0;0;0;0;0;1;0;0;1;2;0;0;0;0;2;0;2;2;7;0
2018046342;1;18;119;Pocitos;5;2;28;2;1;1;1;1;2;1;1;2;0;1;1;1;0;0;1;1;1;0;45;21500;2;0;2;2;2;28070
2018010550;2;18;119;Pocitos;5;1;29;2;1;1;3;0;0;0;0;0;0;0;0;1;0;0;1;2;1;0;45;25000;2;0;2;2;2;39037
2018010550;1;18;119;Pocitos;5;2;31;2;2;1;3;0;0;0;0;0;0;0;5;1;0;0;1;1;6;0;70;0;1;50000;2;2;2;124537
2018033390;1;18;119;Pocitos;5;2;32;2;2;1;3;0;0;0;0;0;0;0;5;1;0;2;1;1;1;0;24;46000;1;30000;2;2;2;101915
2018037334;1;18;119;Pocitos;5;1;34;2;2;1;4;0;0;0;0;0;0;0;5;1;0;0;1;1;4;0;40;0;1;50000;2;2;2;105637
2018038991;2;18;119;Pocitos;5;2;35;2;1;2;1;1;1;2;0;2;0;1;0;1;0;0;1;1;1;0;12;35000;2;0;2;2;2;52042
2018038732;1;18;119;Pocitos;5;2;36;2;1;2;3;0;0;0;0;0;0;0;5;1;0;0;1;1;1;0;5;9000;2;0;2;2;2;15458
2018037685;1;18;119;Pocitos;5;2;37;2;2;1;3;0;0;0;0;0;0;0;5;1;0;0;1;2;0;0;0;0;2;0;2;2;4;0
2018037685;2;18;119;Pocitos;5;1;37;2;2;1;3;0;0;0;0;0;0;0;0;1;0;0;1;1;6;0;40;0;1;100000;2;2;2;100000
2018023841;1;18;119;Pocitos;5;1;42;2;1;2;4;0;0;0;0;0;0;0;5;1;0;0;1;1;6;0;70;0;1;90000;2;2;2;97042
2018038991;1;18;119;Pocitos;5;1;42;2;1;2;4;0;0;0;0;0;0;0;5;1;0;0;1;1;6;0;44;116508;2;0;2;2;2;210550
2018027953;2;18;119;Pocitos;5;2;46;2;1;2;4;0;0;0;0;0;0;0;0;1;2;0;1;2;0;0;0;12000;2;0;2;2;4;12000
2018038732;2;18;119;Pocitos;5;1;46;2;1;2;3;0;0;0;0;0;0;0;0;1;0;0;1;1;6;0;50;0;1;30000;2;2;2;31958
2018039108;2;18;119;Pocitos;5;1;48;2;1;2;1;1;1;2;0;2;0;2;0;1;0;0;1;1;2;1;40;50000;2;0;2;2;2;52238
2018040668;1;18;119;Pocitos;5;2;48;2;1;2;2;0;0;0;0;0;0;2;3;1;0;0;1;1;2;4;30;60000;2;0;2;2;2;126842
2018027953;1;18;119;Pocitos;5;1;50;2;1;2;3;0;0;0;0;0;0;0;5;1;2;0;1;2;2;4;45;55500;2;0;2;2;2;80052
2018034160;1;18;119;Pocitos;5;2;53;2;1;2;4;0;0;0;0;0;0;0;5;1;0;1;1;2;2;3;20;35000;2;0;2;1;2;94363
2018006679;1;18;119;Pocitos;5;2;54;2;1;2;4;0;0;0;0;0;0;0;5;1;0;0;1;1;1;0;30;20000;2;0;2;2;2;38500
2018039724;2;18;119;Pocitos;5;1;54;2;1;2;4;0;0;0;0;0;0;0;0;1;0;0;1;1;2;1;30;60000;2;0;2;2;2;190568
