NUMERO;NPER;SECC;SEGM;NOMBARRIO;Estrato;Sexo;Edad;E45_1;E45_2;E45_3;Fuma?;E190_1;E190_1_1;E190_2;E190_2_1;E190_3;E190_3_1;E191;E192;E197_1;E212_1;E215_1;E60 (Celular);F66 (Trabajo);F73;F74;F85 (Horas);G126_1 (Sueldo);G_ITND_1;G142;G_IT_1 (jubil);G_IT_2 (pensionistas);POBPCOAC (cond act eco);PT1 (TOTAL DE INGRESOS PERSONALES)
2018050445;1;10;43;Malvin;5;2;53;2;1;2;4;0;0;0;0;0;0;0;5;1;0;0;1;1;4;0;50;0;1;60000;2;2;2;62058
2018024257;1;10;43;Malvin;5;2;56;2;2;1;1;1;2;2;0;2;0;2;2;1;0;0;1;1;1;0;15;39000;2;0;2;2;2;41013
2018031681;1;10;43;Malvin;5;1;57;2;2;1;1;1;1;2;0;2;0;1;1;1;0;0;1;1;2;1;40;140000;2;0;1;2;2;158704
2018046788;1;10;43;Malvin;5;2;62;2;1;2;4;0;0;0;0;0;0;0;5;1;1;0;1;1;2;1;40;80000;2;0;2;2;2;94680
2018040964;1;10;43;Malvin;5;2;70;2;1;2;3;0;0;0;0;0;0;0;5;1;1;0;1;2;0;0;0;0;2;0;1;1;10;31000
2018046788;2;10;43;Malvin;5;1;72;2;1;2;3;0;0;0;0;0;0;0;0;1;0;0;1;2;0;0;0;0;2;0;1;2;10;40000
2018013639;1;10;43;Malvin;5;2;75;2;1;2;4;0;0;0;0;0;0;0;5;1;0;0;1;2;0;0;0;0;2;0;2;1;9;9000
2018036592;1;10;43;Malvin;5;2;77;2;1;2;3;0;0;0;0;0;0;0;5;1;0;1;1;2;0;0;0;0;2;0;1;1;10;61000
2018015015;1;10;43;Malvin;5;1;78;2;1;2;4;0;0;0;0;0;0;0;5;1;0;0;1;2;0;0;0;0;2;0;1;2;10;39000
2018046235;2;10;43;Malvin;5;2;80;2;1;2;4;0;0;0;0;0;0;0;0;1;0;0;1;2;0;0;0;0;2;0;1;2;10;24000
2018003639;1;10;43;Malvin;5;1;83;2;2;1;4;0;0;0;0;0;0;0;5;1;0;0;1;2;0;0;0;0;2;0;1;2;10;59000
2018046235;1;10;43;Malvin;5;1;83;2;1;2;3;0;0;0;0;0;0;0;5;1;0;0;1;2;0;0;0;0;2;0;1;2;10;34000
2018003516;1;10;43;Malvin;5;2;88;2;1;2;4;0;0;0;0;0;0;0;5;1;0;0;2;2;0;0;0;0;2;0;2;1;9;120000
2018014815;1;10;43;Malvin;5;1;94;2;1;2;4;0;0;0;0;0;0;0;5;1;0;0;2;2;0;0;0;0;2;0;1;2;10;70000
2018000785;4;10;44;Malvin;4;1;10;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0
2018029301;3;10;44;Malvin;4;1;10;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0
2018030898;3;10;44;Malvin;4;2;10;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0
2018041836;3;10;44;Malvin;4;2;10;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0
2018022566;3;10;44;Malvin;4;2;11;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0
2018057059;4;10;44;Malvin;4;2;11;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0
2018007975;5;10;44;Malvin;4;1;12;2;2;1;4;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0
2018000785;3;10;44;Malvin;4;1;13;2;2;1;4;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0
2018029301;2;10;44;Malvin;4;1;13;2;1;2;4;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;1;0
2018025590;4;10;44;Malvin;4;1;14;2;1;2;4;0;0;0;0;0;0;0;0;1;0;0;1;2;0;0;0;0;2;0;2;2;7;0
2018007975;4;10;44;Malvin;4;1;15;2;2;1;4;0;0;0;0;0;0;0;0;1;0;0;1;2;0;0;0;0;2;0;2;2;7;0
2018007414;3;10;44;Malvin;4;2;17;2;1;2;4;0;0;0;0;0;0;0;0;1;0;0;1;2;0;0;0;0;2;0;2;2;7;0
2018025590;3;10;44;Malvin;4;1;18;2;1;2;4;0;0;0;0;0;0;0;0;1;0;0;1;2;0;0;0;0;2;0;2;2;7;0
2018034691;4;10;44;Malvin;4;2;20;2;1;2;4;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0;20;0;2;0;2;2;2;7037
2018057059;3;10;44;Malvin;4;2;20;2;1;2;4;0;0;0;0;0;0;0;0;1;0;0;1;2;0;0;0;0;0;0;0;0;3;0
2018042998;2;10;44;Malvin;4;2;21;2;1;2;4;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0;44;16000;0;0;0;0;2;18054
2018034691;3;10;44;Malvin;4;1;24;2;1;2;1;1;1;2;0;2;0;2;0;1;2;0;1;1;1;0;27;16000;2;0;2;2;2;18037
2018029491;1;10;44;Malvin;4;2;29;2;2;1;1;1;1;2;0;2;0;1;1;1;0;0;1;1;1;0;40;30000;2;0;2;2;2;32238
2018029491;2;10;44;Malvin;4;1;30;2;1;2;3;0;0;0;0;0;0;0;0;1;2;0;1;1;1;0;44;31000;2;0;2;2;2;40213
2018007372;3;10;44;Malvin;4;1;36;2;1;2;2;0;0;0;0;0;0;1;0;1;0;0;1;1;1;0;44;25000;2;0;2;2;2;27071
2018053376;2;10;44;Malvin;4;1;37;2;1;2;4;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0;40;86000;2;0;2;1;2;114238
2018007414;1;10;44;Malvin;4;2;39;2;1;2;4;0;0;0;0;0;0;0;5;1;0;0;1;1;2;1;40;40000;1;12000;2;2;2;103037
2018049487;1;10;44;Malvin;4;1;39;2;1;2;4;0;0;0;0;0;0;0;5;1;0;0;1;1;1;0;45;45000;2;0;2;2;2;47054
2018030898;2;10;44;Malvin;4;2;40;2;1;2;1;1;1;2;0;2;0;3;0;1;1;0;1;1;1;0;40;65000;2;0;2;2;2;75738
2018049487;2;10;44;Malvin;4;2;43;2;1;2;4;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0;45;50000;2;0;2;2;2;57734
2018000785;1;10;44;Malvin;4;2;44;2;2;1;4;0;0;0;0;0;0;0;5;1;0;0;1;1;2;3;40;83000;2;0;2;2;2;85037
2018002150;1;10;44;Malvin;4;2;44;2;1;2;3;0;0;0;0;0;0;0;5;1;0;0;1;1;1;0;40;16000;2;0;2;2;2;18846
2018022566;1;10;44;Malvin;4;2;44;2;1;2;3;0;0;0;0;0;0;0;5;1;1;0;1;1;6;0;40;0;1;25000;2;2;2;27071
2018022566;2;10;44;Malvin;4;1;44;2;1;2;3;0;0;0;0;0;0;0;0;1;1;0;1;1;1;0;48;27000;2;0;2;2;2;32071
2018025590;2;10;44;Malvin;4;2;45;2;2;1;4;0;0;0;0;0;0;0;0;1;0;0;1;1;6;0;40;0;1;100000;2;2;2;131225
2018030898;1;10;44;Malvin;4;1;45;2;1;2;4;0;0;0;0;0;0;0;5;1;0;0;1;1;1;0;40;120000;2;0;2;2;2;138738
2018041836;2;10;44;Malvin;4;2;45;2;1;2;4;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0;40;40000;2;0;2;2;2;42071
2018000785;2;10;44;Malvin;4;1;46;2;2;1;4;0;0;0;0;0;0;0;0;1;0;0;1;1;6;0;40;0;1;50000;2;2;2;52037
2018029301;1;10;44;Malvin;4;2;49;2;1;2;3;0;0;0;0;0;0;0;5;1;0;0;1;1;1;0;13;35000;2;0;2;2;2;53058
2018034691;1;10;44;Malvin;4;1;49;2;1;2;4;0;0;0;0;0;0;0;5;1;1;0;1;1;1;0;44;65000;2;0;2;2;2;67037
2018025590;1;10;44;Malvin;4;1;50;2;2;1;4;0;0;0;0;0;0;0;5;1;0;0;1;1;1;0;40;120000;2;0;2;2;2;122100
2018034691;2;10;44;Malvin;4;2;50;2;1;2;4;0;0;0;0;0;0;0;0;1;0;0;1;2;0;0;0;0;2;0;2;2;7;0
2018041836;1;10;44;Malvin;4;1;51;2;1;2;4;0;0;0;0;0;0;0;5;1;0;0;1;1;2;1;40;80000;2;0;2;2;2;82238
2018057059;2;10;44;Malvin;4;2;53;2;1;2;4;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0;50;40000;0;0;0;0;2;48854
2018007414;2;10;44;Malvin;4;1;54;2;1;2;3;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0;28;60000;2;0;2;2;2;112537
2018057059;1;10;44;Malvin;4;1;54;2;1;2;4;0;0;0;0;0;0;0;5;1;0;0;1;1;1;0;50;40000;0;0;0;0;2;47400
2018007975;2;10;44;Malvin;4;2;55;2;1;2;3;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0;40;120000;2;0;2;2;2;131013
2018042998;1;10;44;Malvin;4;2;55;2;1;2;4;0;0;0;0;0;0;0;5;1;0;0;1;1;1;0;40;50000;0;0;0;0;2;53054
2018001957;1;10;44;Malvin;4;2;57;2;1;2;1;1;2;2;0;2;0;2;5;1;0;0;1;1;6;0;10;0;1;11000;2;2;2;11000
2018007975;1;10;44;Malvin;4;1;57;2;1;2;4;0;0;0;0;0;0;0;5;1;0;0;1;1;1;0;40;60000;2;0;2;2;2;102013
2018053376;1;10;44;Malvin;4;2;57;2;1;2;4;0;0;0;0;0;0;0;5;1;0;0;1;1;6;0;40;0;1;80000;2;2;2;82238
2018026923;1;10;44;Malvin;4;2;58;2;1;2;1;1;1;2;0;2;0;1;1;1;0;0;1;2;0;0;0;0;2;0;2;1;9;8500
2018007372;2;10;44;Malvin;4;2;61;2;2;1;4;0;0;0;0;0;0;0;0;1;0;0;1;1;2;1;40;60000;2;0;2;2;2;62071
2018054438;1;10;44;Malvin;4;1;61;2;1;2;3;0;0;0;0;0;0;0;1;1;1;0;1;2;0;0;0;0;2;0;1;1;10;150583
2018017489;2;10;44;Malvin;4;2;62;2;1;2;3;0;0;0;0;0;0;0;0;1;0;0;1;2;0;0;0;0;2;0;1;2;10;18800
2018007573;2;10;44;Malvin;4;2;63;2;1;2;3;0;0;0;0;0;0;0;0;1;0;0;1;2;0;0;0;0;2;0;2;2;6;0
2018004436;2;10;44;Malvin;4;1;65;2;1;2;3;0;0;0;0;0;0;0;0;1;1;0;1;1;1;0;40;25000;2;0;2;2;2;29914
2018007372;1;10;44;Malvin;4;1;65;2;1;2;3;0;0;0;0;0;0;0;5;1;0;0;1;2;0;0;0;0;2;0;1;2;10;82667
2018017489;1;10;44;Malvin;4;1;65;2;1;2;3;0;0;0;0;0;0;0;5;1;0;0;1;1;2;3;40;23500;2;0;2;2;2;56571
2018018363;1;10;44;Malvin;4;2;74;2;2;1;4;0;0;0;0;0;0;0;5;1;0;0;1;2;0;0;0;0;2;0;1;1;10;78000
2018004436;1;10;44;Malvin;4;2;75;2;1;2;4;0;0;0;0;0;0;0;5;1;0;0;1;1;1;0;4;2400;2;0;1;2;2;13200
2018018363;2;10;44;Malvin;4;1;77;2;2;1;4;0;0;0;0;0;0;0;0;1;0;0;1;2;0;0;0;0;2;0;1;2;10;82083
2018002150;2;10;44;Malvin;4;2;80;2;1;2;3;0;0;0;0;0;0;0;0;1;0;0;1;2;0;0;0;0;2;0;1;2;10;26000
2018001110;1;10;44;Malvin;4;2;83;2;1;2;4;0;0;0;0;0;0;0;5;0;0;0;1;2;0;0;0;0;2;0;2;2;8;0
2018028507;1;10;44;Malvin;4;2;84;2;2;1;4;0;0;0;0;0;0;0;5;1;0;2;1;2;0;0;0;0;2;0;2;1;9;23000
2018036541;1;10;44;Malvin;4;1;85;2;1;2;3;0;0;0;0;0;0;0;5;1;0;0;1;2;0;0;0;0;2;0;1;2;10;47000
2018036541;2;10;44;Malvin;4;2;85;2;1;2;4;0;0;0;0;0;0;0;0;1;0;0;1;2;0;0;0;0;2;0;1;2;10;46384
2018007573;1;10;44;Malvin;4;2;90;2;1;2;3;0;0;0;0;0;0;0;5;1;0;0;2;2;0;0;0;0;2;0;2;1;9;33000
2018042998;3;10;44;Malvin;4;2;90;2;1;2;4;0;0;0;0;0;0;0;0;1;0;0;2;2;0;0;0;0;0;0;1;1;10;32100
2018001891;1;10;44;Malvin;4;2;91;2;1;2;4;0;0;0;0;0;0;0;5;1;0;0;2;2;0;0;0;0;2;0;1;1;10;20000
2018007372;4;10;44;Malvin;4;2;94;2;1;2;4;0;0;0;0;0;0;0;0;1;0;0;2;2;0;0;0;0;2;0;2;1;9;28000
2018007975;3;10;44;Malvin;4;2;98;2;1;2;4;0;0;0;0;0;0;0;0;1;0;0;2;2;0;0;0;0;2;0;1;1;10;22000
2018034167;5;10;45;Malvin;5;2;11;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0
2018040516;5;10;45;Malvin;5;2;13;2;1;2;4;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0
2018018522;3;10;45;Malvin;5;2;15;2;1;2;4;0;0;0;0;0;0;0;0;1;0;0;1;2;0;0;0;0;2;0;2;2;7;0
2018034167;4;10;45;Malvin;5;1;16;2;1;2;4;0;0;0;0;0;0;0;0;1;0;0;1;2;0;0;0;0;2;0;2;2;7;0
2018015647;5;10;45;Malvin;5;2;17;2;1;2;4;0;0;0;0;0;0;0;0;1;0;0;1;2;0;0;0;0;2;0;2;2;7;0
2018015703;4;10;45;Malvin;5;1;17;2;1;2;4;0;0;0;0;0;0;0;0;1;0;0;1;2;0;0;0;0;2;0;2;2;7;0
2018034167;3;10;45;Malvin;5;1;18;2;1;2;1;1;1;2;0;2;0;1;0;1;0;0;1;2;0;0;0;0;2;0;2;2;11;0
2018042439;3;10;45;Malvin;5;1;21;2;1;2;4;0;0;0;0;0;0;0;0;1;0;0;1;2;0;0;0;0;2;0;2;2;7;0
2018019180;3;10;45;Malvin;5;1;22;2;1;2;3;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0;32;20000;2;0;2;2;2;22013
2018040516;4;10;45;Malvin;5;2;22;2;1;2;4;0;0;0;0;0;0;0;0;1;0;0;1;2;0;0;0;0;2;0;2;2;7;0
2018052745;4;10;45;Malvin;5;2;22;2;1;2;4;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0;30;15000;2;0;2;2;2;19554
2018015647;4;10;45;Malvin;5;1;23;2;1;2;4;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0;30;14000;2;0;2;2;2;16013
2018015372;2;10;45;Malvin;5;1;25;2;1;2;3;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0;45;35000;0;0;0;0;2;39054
2018015647;3;10;45;Malvin;5;1;25;2;1;2;4;0;0;0;0;0;0;0;0;1;0;0;1;2;0;0;0;0;2;0;2;2;7;0
2018021553;4;10;45;Malvin;5;2;25;2;2;1;4;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0;4;5000;2;0;2;2;2;7024
2018040516;3;10;45;Malvin;5;1;25;2;1;2;4;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0;8;14000;1;12000;2;2;2;26000
2018052745;3;10;45;Malvin;5;1;25;2;1;2;4;0;0;0;0;0;0;0;0;1;0;0;1;2;0;0;0;0;2;0;2;2;7;0
2018004735;2;10;45;Malvin;5;2;27;2;2;1;3;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0;45;50000;2;0;2;2;2;52013
2018012136;3;10;45;Malvin;5;2;27;2;1;2;4;0;0;0;0;0;0;0;0;1;0;0;1;1;2;1;40;30000;2;0;2;2;2;32021
2018012136;4;10;45;Malvin;5;2;27;2;1;2;4;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0;50;30000;2;0;2;2;2;32021
2018015372;1;10;45;Malvin;5;1;27;2;1;2;3;0;0;0;0;0;0;0;5;1;0;0;1;1;1;0;35;30000;0;0;0;0;2;32054
2018015703;3;10;45;Malvin;5;2;27;2;1;2;4;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0;40;50000;2;0;2;2;2;52058
2018004735;1;10;45;Malvin;5;1;28;2;1;2;3;0;0;0;0;0;0;0;5;1;0;0;1;1;1;0;40;42000;2;0;2;2;2;56354
2018004267;2;10;45;Malvin;5;2;29;2;1;2;4;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0;40;60000;2;0;2;2;2;62021
2018050321;1;10;45;Malvin;5;1;29;2;1;2;4;0;0;0;0;0;0;0;5;1;0;0;1;2;0;0;0;0;2;0;2;2;4;0
2018056046;1;10;45;Malvin;5;2;29;2;1;2;3;0;0;0;0;0;0;0;5;1;0;0;1;1;4;0;40;0;1;60000;2;2;2;60000
2018021553;3;10;45;Malvin;5;1;30;2;1;2;4;0;0;0;0;0;0;0;0;1;0;0;1;1;6;0;45;0;1;30000;2;2;2;47024
2018037385;2;10;45;Malvin;5;2;31;2;1;2;1;1;1;2;0;2;0;2;0;1;0;0;1;1;1;0;20;5000;2;0;2;2;2;11441
2018004267;1;10;45;Malvin;5;1;34;2;1;2;4;0;0;0;0;0;0;0;5;1;0;0;1;1;1;0;40;38000;2;0;2;2;2;40021
2018038495;1;10;45;Malvin;5;1;35;2;1;2;4;0;0;0;0;0;0;0;5;1;0;0;1;1;2;3;36;45000;2;0;2;2;2;47054
2018034167;1;10;45;Malvin;5;2;42;2;1;2;3;0;0;0;0;0;0;0;5;1;0;0;1;2;0;0;0;0;2;0;2;1;9;13000
2018027972;1;10;45;Malvin;5;1;47;2;1;2;4;0;0;0;0;0;0;0;5;1;0;0;1;1;1;0;40;80000;2;0;2;2;2;101024
2018018522;1;10;45;Malvin;5;2;48;2;1;2;1;1;1;2;0;2;0;3;5;1;2;0;1;1;2;3;35;50000;2;0;2;2;2;58021
2018027972;2;10;45;Malvin;5;2;49;2;1;2;4;0;0;0;0;0;0;0;0;1;0;0;1;2;0;0;0;0;2;0;2;2;4;0
2018042439;1;10;45;Malvin;5;2;49;2;1;2;4;0;0;0;0;0;0;0;5;1;0;0;1;2;0;0;0;0;2;0;2;1;9;4500
2018015647;2;10;45;Malvin;5;2;51;2;1;2;4;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0;40;60000;1;10000;2;2;2;72013
2018042439;2;10;45;Malvin;5;1;51;2;1;2;4;0;0;0;0;0;0;0;0;1;1;0;1;1;1;0;13;25000;2;0;2;2;2;27054
2018034167;2;10;45;Malvin;5;1;53;2;1;2;1;1;1;2;0;2;0;3;0;1;0;0;1;1;6;0;40;0;1;70000;2;2;2;155354
2018052745;2;10;45;Malvin;5;2;53;2;1;2;4;0;0;0;0;0;0;0;0;1;0;0;1;2;0;0;0;0;2;0;2;2;6;0
2018052745;1;10;45;Malvin;5;1;54;2;1;2;4;0;0;0;0;0;0;0;5;1;0;0;1;1;2;3;60;60000;2;0;2;2;2;62054
2018015703;1;10;45;Malvin;5;1;55;2;1;2;4;0;0;0;0;0;0;0;5;1;0;0;1;1;1;0;48;161000;2;0;2;2;2;163058
2018015703;2;10;45;Malvin;5;2;55;2;1;2;4;0;0;0;0;0;0;0;0;1;0;0;1;1;6;0;40;0;1;40000;2;2;2;42058
2018019180;2;10;45;Malvin;5;2;55;2;1;2;3;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0;35;50000;2;0;2;2;2;53013
2018015647;1;10;45;Malvin;5;1;56;2;1;2;4;0;0;0;0;0;0;0;5;1;0;0;1;1;1;0;40;250000;2;0;2;2;2;272388
2018018522;2;10;45;Malvin;5;1;56;2;1;2;4;0;0;0;0;0;0;0;0;1;1;0;1;1;2;4;40;40000;2;0;2;2;2;42021
2018019180;1;10;45;Malvin;5;1;57;2;1;2;1;1;1;2;0;2;0;3;1;1;0;0;1;1;4;0;40;0;1;100000;2;2;2;102013
2018040516;1;10;45;Malvin;5;2;57;2;1;2;4;0;0;0;0;0;0;0;5;1;0;0;1;1;1;0;45;100000;2;0;2;2;2;102058
2018037385;1;10;45;Malvin;5;2;58;2;1;2;1;1;1;2;0;2;0;3;5;1;0;0;1;1;4;0;70;0;1;50000;2;2;2;50000
2018040516;2;10;45;Malvin;5;1;58;2;1;2;4;0;0;0;0;0;0;0;0;1;0;1;1;2;0;0;0;0;2;0;1;2;10;44000
2018012136;1;10;45;Malvin;5;1;59;2;1;2;1;1;1;2;0;2;0;1;2;1;0;0;1;1;1;0;48;180000;2;0;2;2;2;236604
2018021553;1;10;45;Malvin;5;1;61;2;1;2;4;0;0;0;0;0;0;0;5;1;0;0;1;1;1;0;48;98105;2;0;2;2;2;103712
2018021553;2;10;45;Malvin;5;2;61;2;2;1;3;0;0;0;0;0;0;0;0;1;0;0;1;1;6;0;30;0;1;30000;1;2;2;73107
2018012136;2;10;45;Malvin;5;2;62;2;1;2;4;0;0;0;0;0;0;0;0;1;0;0;1;2;0;0;0;0;2;0;1;2;10;100000
2018038601;1;10;45;Malvin;5;2;70;2;1;2;4;0;0;0;0;0;0;0;5;1;0;1;1;2;0;0;0;0;2;0;1;1;10;56000
2018051894;1;10;45;Malvin;5;1;71;2;1;2;3;0;0;0;0;0;0;0;5;1;0;0;1;2;0;0;0;0;2;0;1;2;10;15000
2018051894;2;10;45;Malvin;5;2;71;2;1;2;4;0;0;0;0;0;0;0;0;1;0;0;1;2;0;0;0;0;2;0;1;2;10;55000
2018034461;2;10;45;Malvin;5;2;75;2;1;2;4;0;0;0;0;0;0;0;0;1;0;0;1;2;0;0;0;0;2;0;2;2;6;0
2018027972;5;10;45;Malvin;5;2;78;2;1;2;4;0;0;0;0;0;0;0;0;1;0;0;2;2;0;0;0;0;2;0;2;1;9;42000
2018034461;1;10;45;Malvin;5;1;78;2;1;2;1;1;1;2;0;2;0;1;1;1;0;0;1;2;0;0;0;0;2;0;1;2;10;165000
2018036046;1;10;45;Malvin;5;2;89;2;1;2;4;0;0;0;0;0;0;0;5;1;0;0;1;2;0;0;0;0;2;0;1;1;10;101000
2018004974;2;10;47;Punta Gorda;5;1;19;2;1;2;4;0;0;0;0;0;0;0;0;1;0;0;1;2;0;0;0;0;2;0;2;2;4;0
2018032457;3;10;47;Punta Gorda;5;1;21;2;1;2;4;0;0;0;0;0;0;0;0;1;0;0;1;2;0;0;0;0;2;0;2;2;7;8500
2018045912;3;10;47;Punta Gorda;5;1;21;2;1;2;1;2;0;1;1;2;0;3;0;1;0;0;1;2;0;0;0;0;2;0;2;2;7;0
2018032457;2;10;47;Punta Gorda;5;2;22;2;1;2;4;0;0;0;0;0;0;0;0;1;0;0;1;2;0;0;0;0;2;0;2;2;7;8500
2018012386;2;10;47;Punta Gorda;5;1;23;2;1;2;1;1;1;2;0;2;0;1;0;1;0;0;1;1;1;0;45;20000;2;0;2;2;2;22037
2018045912;2;10;47;Punta Gorda;5;1;23;2;1;2;4;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0;12;3000;2;0;2;2;2;3000
2018048330;4;10;47;Punta Gorda;5;2;26;2;1;2;3;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0;16;6000;2;0;2;2;2;14989
2018012386;3;10;47;Punta Gorda;5;2;27;2;1;2;3;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0;25;10000;2;0;2;2;2;13437
2018048330;3;10;47;Punta Gorda;5;1;27;2;1;2;1;1;1;1;2;2;0;3;0;1;0;0;1;1;6;0;40;0;1;30000;2;2;2;32037
2018007714;1;10;47;Punta Gorda;5;2;29;2;1;2;1;1;2;1;2;1;2;2;2;1;0;0;1;1;1;0;40;32000;2;0;2;2;2;34238
2018004974;3;10;47;Punta Gorda;5;2;30;2;1;2;3;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0;44;26000;2;0;2;2;2;32037
2018004545;2;10;47;Punta Gorda;5;1;32;2;1;2;4;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0;40;18000;2;0;2;2;2;20058
2018004974;1;10;47;Punta Gorda;5;1;32;2;1;2;1;1;1;1;2;2;0;2;1;1;0;0;1;1;1;0;30;21000;2;0;2;2;2;23037
2018032457;1;10;47;Punta Gorda;5;2;54;2;1;2;3;0;0;0;0;0;0;0;5;1;0;0;1;1;1;0;40;107000;2;0;2;2;2;115488
2018012386;1;10;47;Punta Gorda;5;2;56;2;1;2;4;0;0;0;0;0;0;0;5;1;0;0;1;1;1;0;48;100000;2;0;2;1;2;182058
2018027334;1;10;47;Punta Gorda;5;2;59;2;1;2;4;0;0;0;0;0;0;0;5;1;0;0;1;1;2;2;40;42000;2;0;2;2;2;44037
2018004545;1;10;47;Punta Gorda;5;2;60;2;1;2;4;0;0;0;0;0;0;0;5;1;2;0;1;1;4;0;70;0;1;60000;2;2;2;60000
2018015138;2;10;47;Punta Gorda;5;1;61;2;1;2;3;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0;40;30000;2;0;2;2;2;52058
2018048330;2;10;47;Punta Gorda;5;1;65;2;1;2;4;0;0;0;0;0;0;0;0;1;2;0;1;2;0;0;0;0;2;0;1;2;10;10500
2018045912;1;10;47;Punta Gorda;5;1;66;2;2;1;3;0;0;0;0;0;0;0;5;1;0;0;1;1;6;0;45;0;1;60000;2;2;2;62058
2018048330;1;10;47;Punta Gorda;5;2;66;2;1;2;3;0;0;0;0;0;0;0;2;1;0;0;1;2;0;0;0;0;2;0;2;1;9;33000
2018037295;1;10;47;Punta Gorda;5;2;73;2;2;1;4;0;0;0;0;0;0;0;5;1;0;0;1;2;0;0;0;0;2;0;2;1;9;40000
2018003677;1;10;47;Punta Gorda;5;2;78;2;1;2;4;0;0;0;0;0;0;0;5;1;0;0;1;2;0;0;0;0;2;0;1;2;10;27500
2018051397;2;10;47;Punta Gorda;5;2;80;2;1;2;4;0;0;0;0;0;0;0;0;1;0;0;1;2;0;0;0;0;2;0;2;2;8;0
2018003677;2;10;47;Punta Gorda;5;1;82;2;1;2;4;0;0;0;0;0;0;0;0;1;0;0;2;2;0;0;0;0;2;0;1;2;10;49000
2018041648;1;10;47;Punta Gorda;5;1;85;2;1;2;3;0;0;0;0;0;0;0;5;1;0;0;1;2;0;0;0;0;2;0;1;2;10;50000
2018041648;2;10;47;Punta Gorda;5;2;85;2;1;2;4;0;0;0;0;0;0;0;0;1;0;0;1;2;0;0;0;0;2;0;2;2;6;0
2018051397;1;10;47;Punta Gorda;5;1;86;2;1;2;3;0;0;0;0;0;0;0;5;1;0;0;2;2;0;0;0;0;2;0;1;2;10;106000
2018015138;1;10;47;Punta Gorda;5;2;88;2;1;2;3;0;0;0;0;0;0;0;5;1;0;0;2;2;0;0;0;0;2;0;1;1;10;45000
2018016543;4;10;51;Punta Gorda;5;2;10;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0
2018049977;7;10;51;Punta Gorda;5;2;11;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0
2018016543;3;10;51;Punta Gorda;5;2;12;2;1;2;4;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0
2018045343;4;10;51;Punta Gorda;5;1;13;2;1;2;4;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0
2018049977;8;10;51;Punta Gorda;5;1;13;2;1;2;4;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0
2018018455;4;10;51;Punta Gorda;5;2;14;2;1;2;4;0;0;0;0;0;0;0;0;1;0;0;1;2;0;0;0;0;2;0;2;2;7;3000
